Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Date,Selling_Price
P-2988,B-3078,clothing,men s clothing,t shirts,2.3,7/1/2016,493.0
P-12090,B-3223,bags wallets belts,bags,backpacks,3.3,24/5/2016,994.0
P-9555,B-2473,computers,laptop accessories,mouse pads,2.7,12/5/2014,216.0
P-3081,B-793,furniture,living room,sofas sectionals,5.0,31/12/2015,47773.0
P-2316,B-552,jewellery,rings,unknown,4.8,7/1/2017,10507.0
P-4895,B-1293,computers,laptop accessories,usb gadgets,1.1,29/12/2012,546.0
P-7182,B-1920,sports fitness,outdoor adventure,camping hiking,4.0,28/2/2020,2096.0
P-12503,B-3078,clothing,women s clothing,western wear,4.0,7/1/2015,739.0
P-3534,B-3078,footwear,women s footwear,wedges,4.6,29/12/2012,1293.0
P-2621,B-662,computers,network components,routers,4.3,1/12/2013,2190.0
P-3774,B-970,home furnishing,floor coverings,firangi floor coverings,3.9,10/5/2013,799.0
P-1196,B-186,beauty and personal care,bath and spa,bath and spa accessories,2.1,13/4/2020,349.0
P-9341,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,4.7,1/12/2019,192.0
P-3973,B-1020,jewellery,rings,unknown,3.4,1/1/2017,25851.0
P-2724,B-706,clothing,women s clothing,ethnic wear,3.7,3/3/2020,378.0
P-11877,B-3195,jewellery,necklaces chains,necklaces,1.5,1/12/2014,494.0
P-9615,B-1154,clothing,women s clothing,lingerie sleep swimwear,4.3,7/1/2018,494.0
P-2068,B-456,toys school supplies,school supplies,school bags,5.0,19/4/2019,492.0
P-10930,B-2895,computers,network components,routers,3.7,1/12/2018,3239.0
P-2412,B-574,clothing,women s clothing,western wear,2.3,7/6/2019,454.0
P-3895,B-1004,jewellery,earrings,unknown,3.0,12/12/2015,296.0
P-6750,B-1793,jewellery,rings,manirathnum manirathnum black star gemstone silv,4.5,28/3/2016,467.0
P-1420,B-250,automotive,accessories spare parts,car bike care,1.4,31/12/2017,144.0
P-9034,B-2314,home furnishing,bed linen,blankets quilts dohars,2.5,12/12/2012,911.0
P-3722,B-3078,clothing,women s clothing,western wear,3.7,7/1/2018,415.0
P-12401,B-3302,tools hardware,tools,gardening tools,4.0,7/1/2014,1796.0
P-153,B-41,jewellery,necklaces chains,necklaces,3.7,1/12/2018,994.0
P-249,B-72,home decor festive needs,showpieces,adaa showpieces,3.4,4/1/2018,2190.0
P-3475,B-3078,clothing,women s clothing,ethnic wear,3.0,31/12/2014,398.0
P-11252,B-2976,automotive,accessories spare parts,car bike care,4.0,6/5/2016,286.0
P-6811,B-2679,clothing,women s clothing,western wear,2.7,30/12/2012,467.0
P-12335,B-3078,clothing,women s clothing,western wear,3.7,6/1/2016,398.0
P-7049,B-3078,kitchen dining,containers bottles,bottles sippers,3.5,3/12/2015,247.0
P-1650,B-339,baby care,baby bedding,baby bedsheets,3.3,26/5/2015,312.0
P-2766,B-3078,beauty and personal care,fragrances,deodorants,1.8,1/12/2013,336.0
P-9074,B-2326,jewellery,rings,unknown,4.4,1/1/2016,26446.0
P-3570,B-920,jewellery,necklaces chains,necklaces,3.8,1/12/2019,191.0
P-9390,B-3078,kitchen dining,coffee mugs,rockmantra coffee mugs,2.2,1/12/2018,192.0
P-9247,B-2386,home furnishing,bed linen,blankets quilts dohars,1.4,25/2/2019,524.0
P-4642,B-3078,watches,wrist watches,hmt wrist watches,3.9,7/1/2014,523.0
P-6264,B-3078,footwear,women s footwear,flats,3.7,6/1/2019,779.0
P-5911,B-1556,jewellery,rings,unknown,3.9,6/1/2014,2170.0
P-8927,B-2307,jewellery,rings,unknown,1.8,1/1/2016,30759.0
P-5001,B-1316,jewellery,bangles bracelets armlets,bangles,2.6,26/3/2018,218.0
P-3930,B-2679,clothing,women s clothing,western wear,4.3,30/12/2019,494.0
P-7962,B-3078,clothing,men s clothing,t shirts,1.9,13/12/2015,489.0
P-2990,B-3078,footwear,women s footwear,casual shoes,1.2,1/12/2019,499.0
P-3005,B-770,clothing,women s clothing,dolz women s clothing,1.8,10/5/2016,595.0
P-5442,B-1444,cameras accessories,camera accessories,lens hoods,2.6,29/12/2018,1390.0
P-4728,B-1260,jewellery,necklaces chains,necklaces,4.0,1/12/2016,488.0
P-5842,B-2679,clothing,women s clothing,western wear,3.1,30/12/2015,494.0
P-4436,B-1167,jewellery,necklaces chains,necklaces,2.1,1/12/2013,238.0
P-3411,B-879,jewellery,necklaces chains,necklaces,2.5,1/12/2019,189.0
P-6201,B-334,clothing,women s clothing,lingerie sleep swimwear,5.0,7/1/2017,519.0
P-5098,B-1349,baby care,furniture furnishings,inflatable products,1.0,20/12/2018,429.0
P-12372,B-3292,clothing,kids clothing,girls wear,1.8,26/5/2013,626.0
P-4265,B-1109,home decor festive needs,table decor handicrafts,showpieces,3.5,31/12/2014,496.0
P-2448,B-590,tools hardware,tools,gardening tools,3.4,7/1/2016,462.0
P-7581,B-2025,jewellery,bangles bracelets armlets,bracelets,2.1,29/12/2012,247.0
P-2334,B-3078,clothing,women s clothing,western wear,2.7,3/12/2018,692.0
P-8232,B-2373,clothing,women s clothing,western wear,2.0,30/12/2019,294.0
P-11131,B-2949,home decor festive needs,table decor handicrafts,showpieces,2.8,28/3/2014,3200.0
P-10214,B-3078,clothing,women s clothing,western wear,3.2,6/1/2016,702.0
P-11578,B-3095,jewellery,necklaces chains,necklaces,4.2,1/12/2013,241.0
P-10526,B-3078,footwear,women s footwear,casual shoes,4.8,1/12/2015,497.0
P-10419,B-2741,automotive,accessories spare parts,car interior exterior,1.6,21/4/2018,350.0
P-496,B-119,kitchen dining,coffee mugs,akup coffee mugs,3.8,20/3/2015,251.0
P-585,B-133,automotive,accessories spare parts,car interior exterior,1.3,1/12/2019,1590.0
P-5403,B-1442,jewellery,necklaces chains,necklaces,3.4,1/12/2017,299.0
P-12465,B-3322,jewellery,bangles bracelets armlets,bangles,4.2,31/12/2018,887.0
P-7662,B-2047,sports fitness,other sports,swimming,2.2,24/2/2018,192.0
P-7036,B-1859,mobiles accessories,tablet accessories,cases covers,1.6,1/1/2015,1293.0
P-10586,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.1,7/1/2014,189.0
P-10187,B-2701,mobiles accessories,tablet accessories,cases covers,4.7,31/12/2016,251.0
P-6713,B-378,clothing,women s clothing,lingerie sleep swimwear,1.0,7/1/2017,246.0
P-9755,B-2541,home decor festive needs,table decor handicrafts,showpieces,4.7,31/12/2016,270.0
P-728,B-133,automotive,accessories spare parts,car interior exterior,3.2,1/12/2018,1591.0
P-5622,B-1496,jewellery,bangles bracelets armlets,bangles,2.4,30/12/2017,716.0
P-3326,B-860,jewellery,necklaces chains,necklaces,3.1,1/12/2016,249.0
P-6449,B-1680,libas printed women s anarkali kurta,unknown,unknown,4.7,5/4/2016,920.0
P-799,B-133,automotive,accessories spare parts,car interior exterior,1.4,1/12/2015,1344.0
P-1973,B-423,home entertainment,mp3 players ipods accessories,headphones,5.0,26/6/2015,291.0
P-3150,B-809,automotive,accessories spare parts,car electronics accessories,2.4,1/12/2014,190.0
P-649,B-133,automotive,accessories spare parts,car interior exterior,2.4,1/12/2015,1592.0
P-4044,B-3078,footwear,men s footwear,casual shoes,4.3,29/12/2018,1590.0
P-5097,B-1349,baby care,furniture furnishings,inflatable products,3.5,20/12/2013,431.0
P-10334,B-2733,home furnishing,bed linen,blankets quilts dohars,5.0,1/1/2020,1095.0
P-1058,B-151,home furnishing,bath linen,towels,4.2,20/12/2014,243.0
P-3089,B-793,furniture,living room,sofas sectionals,3.6,31/12/2015,70784.0
P-8759,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,5.0,1/12/2014,219.0
P-1484,B-269,automotive,accessories spare parts,car interior exterior,1.6,7/1/2015,803.0
P-3737,B-3078,footwear,women s footwear,wedges,3.4,7/1/2013,491.0
P-6871,B-3078,watches,wrist watches,maxima wrist watches,2.0,7/1/2015,693.0
P-6541,B-1721,clothing,kids clothing,girls wear,3.8,2/4/2013,1490.0
P-6881,B-3078,watches,wrist watches,maxima wrist watches,4.5,7/1/2015,1158.0
P-4562,B-449,clothing,women s clothing,lingerie sleep swimwear,2.2,7/1/2020,495.0
P-7123,B-3078,clothing,women s clothing,western wear,2.0,1/12/2019,891.0
P-11092,B-378,clothing,women s clothing,lingerie sleep swimwear,3.7,7/1/2015,249.0
P-5191,B-1377,jewellery,rings,unknown,2.3,7/1/2015,13888.0
P-5384,B-1431,jewellery,rings,unknown,2.5,1/1/2014,27000.0
P-1625,B-330,home furnishing,bed linen,bedsheets,3.3,3/12/2017,1953.0
P-3512,B-909,home furnishing,curtains accessories,curtains,1.6,31/12/2019,490.0
P-842,B-133,automotive,accessories spare parts,car interior exterior,2.4,1/12/2012,1347.0
P-9330,B-2415,mobiles accessories,tablet accessories,cases covers,1.6,1/1/2020,1495.0
P-8884,B-2301,jewellery,bangles bracelets armlets,bangles,4.2,12/12/2018,350.0
P-10941,B-2895,computers,network components,routers,4.4,1/12/2013,2673.0
P-4138,B-3078,clothing,women s clothing,western wear,2.8,31/12/2017,393.0
P-5225,B-1389,home furnishing,bed linen,bedsheets,3.8,20/6/2015,277.0
P-1442,B-3078,ebooks,academic texts,medical,2.4,7/1/2020,7523.0
P-11187,B-3078,watches,wrist watches,timex wrist watches,3.7,29/12/2013,3121.0
P-9252,B-2388,clothing,kids clothing,girls wear,3.5,10/6/2014,795.0
P-3351,B-866,jewellery,necklaces chains,necklaces,3.2,1/12/2015,489.0
P-5206,B-1379,jewellery,necklaces chains,necklaces,2.4,1/12/2013,393.0
P-8465,B-2232,jewellery,necklaces chains,necklaces,2.3,10/3/2016,1498.0
P-9175,B-2358,footwear,kids infant footwear,for girls,1.3,14/3/2020,896.0
P-4443,B-1169,jewellery,necklaces chains,necklaces,3.1,1/12/2014,345.0
P-11374,B-3078,footwear,men s footwear,casual shoes,5.0,29/12/2017,1999.0
P-4517,B-2372,clothing,women s clothing,western wear,4.2,30/12/2014,479.0
P-5300,B-1416,jewellery,necklaces chains,necklaces,3.6,1/12/2013,396.0
P-10074,B-2658,jewellery,bangles bracelets armlets,bracelets,2.4,20/12/2015,596.0
P-9322,B-2372,clothing,women s clothing,western wear,4.7,30/12/2016,491.0
P-2556,B-639,home decor festive needs,wall decor clocks,wall decals stickers,1.0,31/12/2016,299.0
P-8333,B-3078,clothing,women s clothing,western wear,3.7,1/1/2014,497.0
P-6962,B-3078,clothing,women s clothing,western wear,4.1,1/12/2019,698.0
P-472,B-3078,clothing,women s clothing,western wear,4.3,1/1/2017,594.0
P-8911,B-2307,jewellery,rings,unknown,1.8,1/1/2019,27673.0
P-11046,B-2930,jewellery,earrings,unknown,1.6,12/12/2014,675.0
P-8430,B-1154,clothing,women s clothing,lingerie sleep swimwear,3.8,7/1/2016,399.0
P-7401,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.8,1/12/2014,294.0
P-438,B-101,home improvement,lawn gardening,plants,4.6,7/1/2016,70.0
P-6680,B-3078,footwear,men s footwear,formal shoes,3.5,29/12/2017,593.0
P-10634,B-3078,clothing,women s clothing,lingerie sleep swimwear,4.8,12/12/2012,230.0
P-1205,B-191,jewellery,accessories,brooches,2.2,28/2/2018,492.0
P-992,B-133,automotive,accessories spare parts,car interior exterior,4.5,1/12/2018,1379.0
P-1319,B-219,home furnishing,curtains accessories,curtains,2.7,3/3/2013,491.0
P-3797,B-3078,watches,wrist watches,flippd wrist watches,4.0,7/1/2019,744.0
P-7757,B-3078,clothing,men s clothing,t shirts,2.3,13/12/2019,272.0
P-4456,B-1176,computers,laptop accessories,laptop adapters,3.8,10/6/2018,1793.0
P-3642,B-3078,watches,wrist watches,fastrack wrist watches,4.4,7/1/2019,747.0
P-4338,B-1128,jewellery,necklaces chains,necklaces,1.8,1/12/2012,294.0
P-5946,B-2679,clothing,women s clothing,western wear,5.0,30/12/2015,290.0
P-8219,B-2175,clothing,women s clothing,western wear,1.5,10/5/2018,897.0
P-4886,B-1291,jewellery,necklaces chains,necklaces,4.3,1/12/2015,296.0
P-3469,B-901,tools hardware,tools,hardware electricals,4.1,25/2/2017,1660.0
P-298,B-80,jewellery,bangles bracelets armlets,bangles,2.2,20/12/2014,596.0
P-12406,B-3302,tools hardware,tools,gardening tools,5.0,7/1/2015,3397.0
P-418,B-3078,beauty and personal care,fragrances,deodorants,3.4,1/12/2019,161.0
P-179,B-2680,clothing,women s clothing,western wear,4.4,30/12/2018,370.0
P-261,B-3078,clothing,women s clothing,western wear,1.2,7/1/2013,594.0
P-6139,B-3078,clothing,women s clothing,western wear,4.8,1/12/2012,689.0
P-11706,B-3078,clothing,women s clothing,western wear,1.8,7/1/2015,1691.0
P-3212,B-3078,beauty and personal care,makeup,lips,4.5,1/1/2013,177.0
P-10495,B-2745,clothing,women s clothing,winter seasonal wear,2.3,16/3/2016,590.0
P-2604,B-3078,clothing,kids clothing,girls wear,3.7,7/1/2017,1601.0
P-3423,B-885,clothing,women s clothing,western wear,4.8,12/5/2020,923.0
P-12191,B-2281,clothing,women s clothing,lingerie sleep swimwear,3.1,7/1/2014,313.0
P-9253,B-2389,automotive,accessories spare parts,automotive combo,2.4,1/12/2018,189.0
P-10716,B-2821,tools hardware,tools,gardening tools,3.4,7/1/2015,863.0
P-2569,B-645,footwear,kids infant footwear,for boys,3.9,17/6/2014,492.0
P-12331,B-3281,jewellery,pendants lockets,yellow chimes butterfly fairy alloy,1.4,2/5/2020,963.0
P-9112,B-3078,clothing,women s clothing,ethnic wear,2.0,12/12/2017,934.0
P-1720,B-359,jewellery,bangles bracelets armlets,bracelets,3.4,20/12/2015,198.0
P-8509,B-3078,toys school supplies,school supplies,school bags,2.8,12/12/2018,778.0
P-9411,B-3078,sports fitness,other sports,skating,2.6,1/12/2012,4640.0
P-474,B-3078,clothing,women s clothing,leggings jeggings,1.5,7/1/2020,519.0
P-4440,B-1169,jewellery,accessories,brooches,4.3,28/2/2013,388.0
P-4813,B-1269,clothing,men s clothing,inner wear sleep wear,3.7,16/6/2014,599.0
P-2699,B-697,jewellery,mangalsutras tanmaniyas,decon alloy mangalsutra,3.0,17/6/2015,299.0
P-7643,B-3078,clothing,men s clothing,t shirts,4.2,13/12/2016,775.0
P-5944,B-3078,clothing,men s clothing,winter seasonal wear,1.5,31/12/2012,796.0
P-615,B-133,automotive,accessories spare parts,car interior exterior,3.9,1/12/2017,1594.0
P-3518,B-2679,clothing,women s clothing,western wear,2.4,30/12/2017,447.0
P-9062,B-2323,home furnishing,cushions pillows covers,cushion covers,4.7,12/12/2019,981.0
P-12198,B-3251,jewellery,necklaces chains,necklaces,4.0,1/12/2015,474.0
P-8092,B-3078,clothing,kids clothing,infants wear,2.6,12/12/2015,264.0
P-11542,B-3082,jewellery,necklaces chains,necklaces,4.8,1/12/2014,421.0
P-1897,B-405,jewellery,rings,unknown,3.8,1/1/2019,25082.0
P-8862,B-3078,footwear,men s footwear,sports shoes,4.5,29/12/2018,1922.0
P-12252,B-3266,toys school supplies,action figures,x plus action figures,1.7,3/3/2018,3860.0
P-5195,B-1378,jewellery,necklaces chains,necklaces,2.0,1/12/2013,325.0
P-6489,B-3078,clothing,women s clothing,western wear,3.3,1/12/2016,989.0
P-3483,B-905,furniture,living room furniture,sofa beds futons,1.8,25/3/2018,22643.0
P-5538,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.9,7/1/2014,387.0
P-4380,B-1141,baby care,strollers activity gear,strollers prams,3.1,11/3/2017,9367.0
P-691,B-133,automotive,accessories spare parts,car interior exterior,3.7,1/12/2014,1589.0
P-2293,B-680,clothing,women s clothing,lingerie sleep swimwear,2.2,7/1/2016,189.0
P-3551,B-916,clothing,men s clothing,t shirts,1.7,13/6/2013,540.0
P-1717,B-359,jewellery,bangles bracelets armlets,bracelets,2.0,4/1/2015,206.0
P-11279,B-2984,computers,network components,routers,4.1,1/12/2014,1749.0
P-12530,B-3078,footwear,men s footwear,formal shoes,3.3,29/12/2017,1193.0
P-2841,B-734,jewellery,necklaces chains,necklaces,3.3,1/12/2017,295.0
P-11659,B-3130,kitchen dining,cookware,steamers idli makers,4.3,22/3/2015,993.0
P-3699,B-947,jewellery,necklaces chains,necklaces,1.8,1/12/2017,477.0
P-6275,B-3078,clothing,women s clothing,western wear,1.3,30/12/2015,342.0
P-8180,B-2160,automotive,accessories spare parts,car interior exterior,2.7,14/12/2015,439.0
P-8366,B-2198,pens stationery,pens,roller ball pens,3.3,12/12/2012,717.0
P-8881,B-3078,watches,wrist watches,r s wrist watches,1.7,12/12/2019,241.0
P-4229,B-1092,clothing,kids clothing,infants wear,3.8,3/5/2015,417.0
P-9476,B-2449,jewellery,bangles bracelets armlets,bangles,3.8,29/12/2014,493.0
P-1477,B-267,automotive,accessories spare parts,car bike lighting,1.9,24/4/2014,286.0
P-6593,B-3231,clothing,women s clothing,lingerie sleep swimwear,3.2,7/1/2014,374.0
P-1913,B-405,jewellery,bangles bracelets armlets,bracelets,2.8,29/12/2017,25896.0
P-2342,B-557,jewellery,rings,unknown,3.4,6/1/2015,1874.0
P-9474,B-2448,jewellery,bangles bracelets armlets,bangles,4.0,31/12/2018,695.0
P-3843,B-3078,beauty and personal care,fragrances,deodorants,4.6,1/12/2018,280.0
P-8691,B-3078,kitchen dining,coffee mugs,prithish coffee mugs,4.0,1/12/2013,175.0
P-5457,B-1451,jewellery,necklaces chains,necklaces,1.7,1/12/2019,342.0
P-6319,B-1646,computers,network components,routers,3.9,1/12/2015,2085.0
P-3250,B-3078,beauty and personal care,fragrances,deodorants,1.1,1/12/2012,297.0
P-12535,B-3078,footwear,men s footwear,casual shoes,4.9,29/12/2013,1240.0
P-3892,B-1004,jewellery,necklaces chains,necklaces,3.8,1/12/2018,372.0
P-8248,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.0,7/1/2015,411.0
P-5120,B-3078,clothing,women s clothing,western wear,5.0,1/12/2014,849.0
P-6516,B-3078,clothing,kids clothing,boys wear,1.3,12/12/2017,445.0
P-7121,B-3078,clothing,women s clothing,western wear,3.3,1/12/2012,989.0
P-10522,B-2753,furniture,general utility furniture,puja mandir temple,4.6,9/6/2017,791.0
P-5261,B-2679,clothing,women s clothing,western wear,4.5,30/12/2013,488.0
P-11834,B-3182,vishudh printed women s straight kurta,unknown,unknown,3.6,5/4/2020,498.0
P-7161,B-1911,clothing,men s clothing,winter seasonal wear,2.8,2/4/2018,959.0
P-3129,B-810,tools hardware,tools,gardening tools,4.4,7/1/2019,992.0
P-11162,B-3078,watches,wrist watches,timewel wrist watches,1.5,7/1/2013,785.0
P-7976,B-3078,clothing,men s clothing,t shirts,2.4,13/12/2016,546.0
P-7567,B-3078,clothing,men s clothing,t shirts,1.1,13/12/2016,415.0
P-5559,B-1478,jewellery,necklaces chains,necklaces,2.6,1/12/2016,236.0
P-12245,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.1,1/12/2014,218.0
P-10095,B-2669,clothing,men s clothing,winter seasonal wear,2.1,20/5/2013,792.0
P-3606,B-932,clothing,women s clothing,ethnic wear,4.4,7/3/2014,2546.0
P-11353,B-3014,jewellery,earrings,unknown,4.9,12/12/2013,169.0
P-10326,B-2731,footwear,women s footwear,heels,3.0,20/6/2017,497.0
P-3532,B-3078,footwear,women s footwear,heels,4.1,31/12/2018,990.0
P-10402,B-2741,automotive,accessories spare parts,car bike styling,1.2,24/2/2013,1997.0
P-7273,B-3078,clothing,women s clothing,western wear,5.0,30/12/2018,296.0
P-10905,B-2373,clothing,women s clothing,western wear,4.9,30/12/2015,495.0
P-9524,B-2463,home decor festive needs,showpieces,s c handicrafts showpieces,3.7,1/12/2017,8896.0
P-5769,B-1517,jewellery,rings,unknown,4.5,6/1/2016,34220.0
P-2905,B-3078,watches,wrist watches,disney wrist watches,2.1,4/12/2019,891.0
P-5489,B-1461,beauty and personal care,makeup,face,4.8,15/6/2014,5812.0
P-303,B-80,jewellery,earrings,unknown,1.2,12/12/2015,274.0
P-484,B-119,kitchen dining,coffee mugs,akup coffee mugs,4.4,20/3/2019,259.0
P-11444,B-3051,bags wallets belts,wallets clutches,travel document holders card holders,4.6,14/6/2015,261.0
P-600,B-133,automotive,accessories spare parts,car interior exterior,2.8,1/12/2015,1590.0
P-12391,B-2355,clothing,women s clothing,lingerie sleep swimwear,1.0,7/1/2017,198.0
P-11701,B-3142,jewellery,jewellery sets,unknown,1.7,4/1/2014,640.0
P-1269,B-3078,footwear,men s footwear,casual shoes,1.8,29/12/2013,1734.0
P-723,B-133,automotive,accessories spare parts,car interior exterior,4.0,1/12/2013,1596.0
P-8135,B-3078,beauty and personal care,fragrances,deodorants,1.8,1/12/2014,314.0
P-3896,B-1004,jewellery,rings,frabjous sterling silver toe ring set,4.5,25/3/2014,589.0
P-10548,B-2761,kitchen dining,bar glassware,bar glasses,2.1,10/6/2019,1654.0
P-10791,B-3078,toys school supplies,remote control toys,syma remote control toys,1.3,1/1/2015,4197.0
P-9248,B-3078,clothing,women s clothing,western wear,2.2,7/1/2020,686.0
P-4222,B-1088,jewellery,necklaces chains,necklaces,4.0,1/12/2019,229.0
P-8146,B-3078,beauty and personal care,fragrances,deodorants,3.3,1/12/2013,270.0
P-3412,B-2372,clothing,women s clothing,western wear,3.2,30/12/2018,445.0
P-2107,B-3078,watches,wrist watches,calibro wrist watches,2.5,4/12/2016,691.0
P-4790,B-1264,computers,laptop accessories,batteries,2.9,7/1/2018,3688.0
